ordinal	original_name	original_url	final_url	http_status	disposition	source	params_json	api_url	job_count	evidence_or_error
469	YeasiTech	https://www.yeasitech.com/career	https://www.yeasitech.com/career	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
470	Zepto	https://zeptonow.openings.co/#!/#openpositions	https://zeptonow.openings.co/#!/#openpositions	404	dead					Original/final careers URL returned HTTP 404; no live board was available for ATS discovery.
471	zerodha	https://careers.zerodha.com/	https://careers.zerodha.com/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
472	Zeta	https://careers.zeta.tech/work-with-us/	https://www.zeta.tech/in/careers	200	validated_supported	lever	"{""site"":""zeta""}"	https://api.lever.co/v0/postings/zeta?mode=json	19	Zeta's current official careers page maps to the identity-matched Lever board; the public API returned HTTP 200 with 19 open jobs.
473	ZivaMe	https://careers.zivame.com/	https://careers.zivame.com/	200	unsupported	custom				Zivame's current careers site publishes openings and email applications on its own WordPress/custom pages; no supported public ATS endpoint was found.
474	zoho	https://careers.zohocorp.com/jobs/Careers	https://careers.zohocorp.com/jobs/Careers	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
475	Zomato	https://www.zomato.com/careers	https://www.eternal.com/careers/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
476	ZoomCar	https://www.zoomcar.com/careers	https://www.zoomcar.com/careers	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
477	ZS	https://jobs.zs.com/all/jobs	https://jobs.zs.com/all/jobs	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
478	1 mg	https://www.1mg.com/jobs	https://www.1mg.com/jobs	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
479	3i Infotech	https://www.3i-infotech.com/careers/	https://www.3i-infotech.com/careers/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
480	4i Apps	https://www.4iapps.com/careers/#jobs	https://www.4iapps.com/careers/	200	unsupported	custom				4i Apps' current careers page lists openings and application forms internally; no supported public ATS endpoint was found.
481	314e Corporation	https://www.314e.com/	https://www.314e.com/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
482	[24]7.ai	https://www.247.ai/company/careers	https://www.247.ai/careers/	200	unsupported					Reachable static page and redirects were inspected, but no live endpoint for a currently supported JobWatch ATS was discovered.
483	Kaustubh Natuskar	https://www.linkedin.com/in/kaustubhnatuskar/	https://www.linkedin.com/in/kaustubhnatuskar	999	not_a_company					Maintainer/contact link from the README feedback section, not a company-list entry.
